Date,active_kcal,total_steps,total_distance,highly_active_seconds,active_seconds,floorAscended,floorDescended,min_heart_rate,max_heart_rate,resting_heart_rate,AverageStressLevel_TOTAL,MaxStressLevel_TOTAL,activityDuration,bodybattery_highest,bodybattery_lowest,averageMonitoringEnvironmentAltitude,sweat_loss,respiration_value
2024-01-24,723.0,377.0,23853.0,90,840,,,57.0,161.0,64.0,,,,,,,,
2024-01-25,680.0,554.0,22336.0,300,720,,,69.0,150.0,64.0,,,,,,,,
2024-01-26,0.0,,,0,0,,,,,,,,,,,,,
2024-01-27,1866.0,,73571.0,0,0,,,,,,,,,,,,,
2024-01-28,1763.0,,73638.0,0,0,,,,,,,,,,,,,
2024-01-29,770.0,,21646.0,0,0,,,,,,,,,,,,,
2024-01-30,597.0,18367.0,12138.0,1260,12854,,,56.0,144.0,60.0,,,,,,,,
2024-01-31,1942.0,747.0,82764.0,255,505,,,46.0,126.0,63.0,,,,,,,,
2024-02-01,0.0,,,0,0,,,,,,,,,,,,,
2024-02-02,2065.0,,82182.0,0,0,,,62.0,62.0,61.0,,,,,,,,
2024-02-03,2695.0,,100691.0,0,0,,,,,,,,,,,,,
2024-02-04,0.0,,,0,0,,,59.0,73.0,60.0,,,,,,,,
2024-02-05,73.0,4649.0,3476.0,0,4140,,,54.0,110.0,59.0,,,,,,,,
2024-02-06,0.0,,,0,0,,,68.0,68.0,61.0,,,,,,,,
2024-02-07,0.0,,,0,0,,,,,,,,,,,,,
2024-02-08,158.0,135.0,101.0,30,120,,,87.0,130.0,66.0,,,,,,,,
2024-02-09,0.0,0.0,0.0,0,0,,,97.0,97.0,73.0,,,,,,,,
2024-02-10,0.0,0.0,0.0,0,0,,,98.0,98.0,77.0,,,,,,,,
2024-02-11,192.0,5636.0,4213.0,3195,390,,,91.0,132.0,82.0,,,,,,,,
2024-02-12,34.0,89.0,67.0,0,120,,,97.0,136.0,89.0,,,,,,,,
2024-02-13,876.0,1448.0,48269.0,690,1995,,,69.0,160.0,89.0,,,,,,,,
2024-02-14,534.0,433.0,43876.0,720,60,,,81.0,161.0,88.0,,,,,,,,
2024-02-15,263.0,719.0,55531.0,480,420,,,65.0,160.0,85.0,,,,,,,,
2024-02-16,0.0,,,0,0,,,,,,,,,,,,,
2024-02-17,770.0,,20695.0,0,0,,,,,,,,,,,,,
2024-02-18,0.0,,,0,0,,,,,,,,,,,,,
2024-02-19,870.0,,34669.0,0,0,,,,,,,,,,,,,
2024-02-20,777.0,,34070.0,0,0,,,,,,,,,,,,,
2024-02-21,1381.0,,54601.0,0,0,,,,,,,,,,,,,
2024-02-22,37.0,900.0,673.0,15,780,,,73.0,119.0,73.0,,,,,,,,
2024-02-23,78.0,1465.0,1095.0,0,1475,,,81.0,119.0,77.0,,,,,,,,
2024-02-24,312.0,6932.0,63881.0,1020,5940,,,31.0,153.0,61.0,,,,,,,,
2024-02-25,620.0,11223.0,9366.0,660,9530,,,59.0,153.0,61.0,,,,,,,,
2024-02-26,969.0,554.0,38439.0,0,445,,,70.0,118.0,62.0,,,,,,,,
2024-02-27,58.0,1909.0,1427.0,0,1814,,,58.0,124.0,62.0,,,,,,,,
2024-02-28,2162.0,491.0,78827.0,30,525,,,84.0,125.0,65.0,,,,,,,,
2024-02-29,0.0,,,0,0,,,,,,,,,,,,,
2024-03-01,0.0,,,0,0,,,,,,,,,,,,,
2024-03-02,926.0,,51577.0,0,0,,,,,,,,,,,,,
2024-03-03,1426.0,,52674.0,0,0,,,,,,,,,,,,,
2024-03-04,734.0,395.0,32632.0,420,420,,,88.0,175.0,76.0,,,,,,,,
2024-03-05,0.0,,,0,0,,,,,,,,,,,,,
2024-03-06,1966.0,,79944.0,0,0,,,69.0,69.0,78.0,,,,,,,,
2024-03-07,0.0,,,0,0,,,,,,,,,,,,,
2024-03-08,0.0,,,0,0,,,,,,,,,,,,,
2024-03-09,1412.0,,53810.0,0,0,,,,,,,,,,,,,
2024-03-10,1916.0,,71871.0,0,0,,,,,,,,,,,,,
2024-03-11,146.0,585.0,7650.0,240,1020,,,53.0,150.0,61.0,,,,,,,,
