Date,active_kcal,total_steps,total_distance,highly_active_seconds,active_seconds,floorAscended,floorDescended,min_heart_rate,max_heart_rate,resting_heart_rate,AverageStressLevel_TOTAL,MaxStressLevel_TOTAL,activityDuration,bodybattery_highest,bodybattery_lowest,averageMonitoringEnvironmentAltitude,sweat_loss,respiration_value
2023-10-16,528.0,1271.0,30300.0,180.0,960.0,,,75.0,157.0,64.0,,,,,,,,
2023-10-17,849.0,8476.0,4197.0,2100.0,4875.0,,,82.0,173.0,71.0,,,,,,,,
2023-10-18,857.0,,50246.0,0.0,0.0,,,,,,,,,,,,,
2023-10-19,0.0,,,0.0,0.0,,,,,,,,,,,,,
2023-10-20,652.0,4487.0,15451.0,1620.0,2205.0,,,79.0,166.0,75.0,,,,,,,,
2023-10-21,0.0,,,0.0,0.0,,,,,,,,,,,,,
2023-10-22,1064.0,3275.0,27847.0,2353.0,2085.0,,,63.0,163.0,74.0,,,,,,,,
2023-10-23,551.0,,31498.0,0.0,0.0,,,74.0,89.0,74.0,,,,,,,,
2023-10-24,294.0,7199.0,3634.0,1094.0,5040.0,,,47.0,158.0,65.0,,,,,,,,
2023-10-25,0.0,,,0.0,0.0,,,,,,,,,,,,,
2023-10-26,0.0,,,0.0,0.0,,,,,,,,,,,,,
2023-10-27,854.0,1384.0,44149.0,420.0,870.0,,,61.0,141.0,61.0,,,,,,,,
2023-10-28,547.0,1749.0,19094.0,1439.0,721.0,,,71.0,163.0,63.0,,,,,,,,
2023-10-29,881.0,4372.0,25814.0,2096.0,2845.0,,,,,,,,,,,,,
2023-10-30,449.0,,26265.0,0.0,0.0,,,,,,,,,,,,,
2023-10-31,49.0,4604.0,2103.0,1122.0,3472.0,,,,,,,,,,,,,
2023-11-01,0.0,,,0.0,0.0,,,,,,,,,,,,,
2023-11-02,0.0,,,0.0,0.0,,,,,,,,,,,,,
2023-11-03,896.0,,55391.0,0.0,0.0,,,,,,,,,,,,,
2023-11-04,565.0,,31219.0,0.0,0.0,,,,,,,,,,,,,
2023-11-05,397.0,,21542.0,0.0,0.0,,,,,,,,,,,,,
2023-11-06,0.0,,,0.0,0.0,,,,,,,,,,,,,
2023-11-07,504.0,,31189.0,0.0,0.0,,,,,,,,,,,,,
2023-11-08,469.0,,25416.0,0.0,0.0,,,,,,,,,,,,,
2023-11-09,0.0,,,0.0,0.0,,,,,,,,,,,,,
2023-11-10,0.0,,,0.0,0.0,,,,,,,,,,,,,
2023-11-11,705.0,,22036.0,0.0,0.0,,,,,,,,,,,,,
2023-11-12,0.0,,,0.0,0.0,,,,,,,,,,,,,
2023-11-13,537.0,,33275.0,,,,,,,,,,,,,,,
2023-11-14,274.0,,2006.0,,,,,,,,,,,,,,,
2023-11-15,517.0,,29283.0,,,,,,,,,,,,,,,
2023-11-21,756.0,,42700.0,0.0,0.0,,,,,,,,,,,,,
2023-11-22,0.0,,,0.0,0.0,,,,,,,,,,,,,
2023-11-23,0.0,,,0.0,0.0,,,,,,,,,,,,,
2023-11-24,981.0,,39265.0,0.0,0.0,,,,,,,,,,,,,
2023-11-25,515.0,,16465.0,0.0,0.0,,,,,,,,,,,,,
2023-11-26,760.0,,23374.0,0.0,0.0,,,,,,,,,,,,,
2023-11-27,0.0,,,0.0,0.0,,,,,,,,,,,,,
2023-11-28,249.0,6859.0,2412.0,1620.0,3550.0,,,44.0,153.0,44.0,,,,,,,,
2023-11-29,0.0,,,0.0,0.0,,,,,,,,,,,,,
2023-11-30,0.0,,,0.0,0.0,,,,,,,,,,,,,
2023-12-01,0.0,,,0.0,0.0,,,,,,,,,,,,,
2023-12-02,739.0,,41147.0,0.0,0.0,,,,,,,,,,,,,
2023-12-03,541.0,,28931.0,0.0,0.0,,,,,,,,,,,,,
2023-12-04,0.0,,,0.0,0.0,,,,,,,,,,,,,
2023-12-05,474.0,4058.0,1341.0,1110.0,2740.0,,,75.0,162.0,75.0,,,,,,,,
2023-12-06,497.0,,31096.0,0.0,0.0,,,,,,,,,,,,,
2023-12-07,933.0,,43574.0,0.0,0.0,,,,,,,,,,,,,
2023-12-08,0.0,,,0.0,0.0,,,,,,,,,,,,,
2023-12-09,304.0,,11431.0,0.0,0.0,,,,,,,,,,,,,
2023-12-10,2616.0,,100143.0,0.0,0.0,,,,,,,,,,,,,
2023-12-11,0.0,,,0.0,0.0,,,,,,,,,,,,,
2023-12-12,593.0,6332.0,3493.0,1593.0,3780.0,,,66.0,178.0,66.0,,,,,,,,
