Date,active_kcal,total_steps,total_distance,highly_active_seconds,active_seconds,floorAscended,floorDescended,min_heart_rate,max_heart_rate,resting_heart_rate,AverageStressLevel_TOTAL,MaxStressLevel_TOTAL,activityDuration,bodybattery_highest,bodybattery_lowest,averageMonitoringEnvironmentAltitude,sweat_loss,respiration_value
2023-10-19,1110.0,15850.0,13438.0,2113,7708,64.008,198.051,43.0,165.0,46.0,39,94.0,15660.0,68.0,5.0,598.0,719.0,13.0
2023-10-20,479.0,14234.0,12066.0,1440,6098,70.943,168.129,45.0,145.0,47.0,39,99.0,15300.0,33.0,5.0,716.0,3.0,13.0
2023-10-21,533.0,2547.0,2214.0,274,2830,6.096,8.873,58.0,143.0,48.0,53,91.0,6480.0,36.0,11.0,628.0,768.0,14.0
2023-10-22,531.0,8139.0,6650.0,800,3530,41.984,30.039,38.0,149.0,48.0,26,99.0,9420.0,89.0,13.0,523.0,,13.0
2023-10-23,588.0,8303.0,7027.0,817,5071,53.287,70.377,40.0,134.0,47.0,27,96.0,12360.0,90.0,21.0,549.0,569.0,13.0
2023-10-24,887.0,4934.0,4206.0,448,5016,11.564,28.258,42.0,152.0,47.0,31,99.0,9060.0,90.0,14.0,586.0,929.0,14.0
2023-10-25,12.0,580.0,491.0,160,106,3.048,4.715,46.0,105.0,48.0,34,89.0,780.0,38.0,5.0,609.0,,14.0
2023-10-26,1.0,22.0,19.0,60,0,0.0,0.0,61.0,89.0,48.0,66,91.0,,25.0,23.0,643.0,,15.0
2023-10-27,859.0,11867.0,10200.0,1630,6810,58.713,143.296,50.0,147.0,49.0,45,95.0,13680.0,52.0,5.0,528.0,708.0,13.0
2023-10-28,80.0,2250.0,1920.0,580,578,13.371,5.368,44.0,106.0,49.0,21,89.0,2340.0,70.0,5.0,551.0,,
2023-10-29,0.0,46.0,39.0,10,5,0.0,0.0,45.0,85.0,50.0,25,64.0,180.0,38.0,19.0,582.0,,15.0
2023-10-30,451.0,8558.0,7008.0,2017,2635,34.141,47.783,39.0,140.0,50.0,30,93.0,11580.0,90.0,16.0,428.0,425.0,14.0
2023-10-31,345.0,8362.0,7531.0,1456,3144,52.665,52.932,37.0,139.0,50.0,20,99.0,7380.0,85.0,23.0,464.0,,14.0
2023-11-01,973.0,8292.0,7454.0,1012,5305,25.268,87.431,40.0,156.0,48.0,23,98.0,10440.0,100.0,22.0,502.0,935.0,14.0
2023-11-02,1122.0,11904.0,10815.0,1462,6951,124.968,165.505,47.0,154.0,49.0,56,95.0,15960.0,37.0,5.0,692.0,620.0,13.0
2023-11-03,204.0,5740.0,4858.0,30,473,42.672,64.663,42.0,126.0,47.0,14,51.0,960.0,70.0,5.0,649.0,,14.0
2023-11-04,1357.0,9436.0,8501.0,2031,7257,29.659,34.936,42.0,163.0,48.0,58,99.0,16020.0,60.0,12.0,657.0,1620.0,14.0
2023-11-05,171.0,6488.0,5491.0,913,2321,60.14,47.783,46.0,114.0,48.0,29,96.0,9540.0,64.0,22.0,593.0,,14.0
2023-11-06,747.0,7117.0,6076.0,1113,4477,34.533,57.931,41.0,149.0,48.0,24,90.0,10680.0,99.0,22.0,384.0,771.0,13.0
2023-11-07,577.0,8937.0,7026.0,1620,3717,9.584,130.493,41.0,153.0,48.0,25,99.0,8760.0,82.0,25.0,465.0,197.0,14.0
2023-11-08,1535.0,9930.0,29372.0,1514,5845,61.794,162.387,42.0,172.0,48.0,34,99.0,13680.0,96.0,7.0,486.0,1256.0,13.0
2023-11-09,168.0,6869.0,5824.0,906,2459,51.816,28.812,44.0,105.0,47.0,33,91.0,8280.0,65.0,7.0,565.0,,14.0
2023-11-10,1223.0,19692.0,16986.0,4111,8470,77.357,139.414,46.0,152.0,48.0,34,97.0,22080.0,42.0,5.0,553.0,1023.0,14.0
2023-11-11,665.0,5594.0,5029.0,525,3840,37.878,43.954,40.0,152.0,48.0,30,91.0,7620.0,84.0,18.0,537.0,856.0,13.0
2023-11-12,879.0,6897.0,6094.0,1901,3401,26.636,18.686,41.0,153.0,47.0,23,86.0,7320.0,87.0,17.0,430.0,999.0,13.0
2023-11-13,768.0,9848.0,8382.0,1229,5973,54.864,57.693,43.0,138.0,47.0,34,96.0,12360.0,78.0,12.0,519.0,693.0,14.0
2023-11-14,507.0,8328.0,7155.0,1163,3683,90.052,99.398,42.0,147.0,47.0,31,99.0,9000.0,83.0,16.0,599.0,,14.0
2023-11-15,636.0,8483.0,7312.0,955,4765,52.103,109.978,42.0,138.0,47.0,32,99.0,10320.0,69.0,13.0,509.0,667.0,13.0
2023-11-16,554.0,10122.0,9335.0,2334,3118,123.644,131.053,42.0,169.0,47.0,25,90.0,6900.0,88.0,18.0,680.0,562.0,14.0
2023-11-17,742.0,11823.0,10021.0,1087,6643,23.683,148.388,44.0,159.0,46.0,33,92.0,15540.0,84.0,20.0,618.0,509.0,14.0
2023-11-18,753.0,3710.0,3243.0,523,2902,6.63,8.786,41.0,167.0,46.0,27,95.0,5340.0,81.0,15.0,580.0,940.0,13.0
2023-11-19,10.0,287.0,243.0,277,34,3.048,2.494,59.0,90.0,47.0,45,89.0,600.0,71.0,68.0,634.0,,13.0
2023-11-20,0.0,,,0,0,0.0,0.0,,,,-1,,,,,763.0,,
2023-11-21,292.0,9454.0,8001.0,1325,3657,96.275,111.571,44.0,120.0,47.0,35,99.0,10440.0,48.0,16.0,755.0,,14.0
2023-11-22,1054.0,8465.0,7298.0,646,6237,108.15,67.932,39.0,153.0,46.0,30,99.0,12600.0,100.0,20.0,672.0,910.0,13.0
2023-11-23,747.0,13391.0,12945.0,4008,3153,144.909,149.126,40.0,175.0,46.0,27,92.0,10620.0,74.0,16.0,660.0,571.0,13.0
2023-11-24,681.0,9800.0,8353.0,1347,5129,42.672,60.456,43.0,148.0,46.0,37,92.0,16620.0,72.0,8.0,812.0,734.0,14.0
2023-11-25,423.0,9419.0,7971.0,141,5466,250.317,247.483,41.0,132.0,47.0,27,84.0,8100.0,62.0,8.0,1451.0,,14.0
2023-11-26,659.0,9531.0,9621.0,2910,2154,230.294,230.271,42.0,177.0,47.0,31,96.0,9840.0,83.0,16.0,1268.0,585.0,13.0
2023-11-27,460.0,341.0,289.0,44,384,6.096,4.672,45.0,146.0,47.0,27,87.0,1740.0,72.0,16.0,644.0,,14.0
2023-11-28,776.0,8641.0,7430.0,933,5216,54.055,64.26,45.0,152.0,48.0,30,96.0,13140.0,61.0,15.0,506.0,702.0,14.0
2023-11-29,782.0,11205.0,9731.0,1838,5061,94.488,131.213,41.0,145.0,49.0,29,96.0,11700.0,68.0,16.0,524.0,641.0,14.0
2023-11-30,980.0,7040.0,6076.0,1644,3597,74.032,100.093,43.0,164.0,49.0,32,90.0,9420.0,94.0,16.0,622.0,846.0,13.0
2023-12-01,209.0,8231.0,7082.0,1114,2730,34.268,89.841,42.0,121.0,49.0,35,91.0,11280.0,72.0,11.0,597.0,,14.0
2023-12-02,490.0,5093.0,4386.0,855,2864,57.247,23.308,43.0,148.0,48.0,34,99.0,9120.0,54.0,5.0,519.0,591.0,14.0
2023-12-03,750.0,5392.0,4563.0,405,3493,47.556,33.881,40.0,153.0,48.0,24,96.0,7680.0,73.0,10.0,573.0,769.0,14.0
2023-12-04,719.0,7406.0,6343.0,1267,4044,45.72,56.119,41.0,156.0,48.0,26,96.0,8160.0,86.0,19.0,627.0,793.0,13.0
2023-12-05,987.0,10124.0,8589.0,1262,6372,52.195,138.275,43.0,152.0,47.0,32,98.0,10740.0,83.0,15.0,611.0,780.0,13.0
2023-12-06,291.0,11982.0,10161.0,455,6047,67.056,185.88,39.0,112.0,46.0,25,92.0,11760.0,84.0,21.0,597.0,,14.0
2023-12-07,1111.0,13197.0,11225.0,1725,7197,68.341,154.888,39.0,155.0,46.0,29,99.0,13920.0,100.0,15.0,634.0,918.0,13.0
2023-12-08,334.0,14394.0,12193.0,2477,4397,138.293,74.306,42.0,116.0,46.0,28,91.0,14520.0,60.0,10.0,640.0,,14.0
2023-12-09,1.0,201.0,170.0,66,2,0.0,0.0,38.0,87.0,45.0,11,81.0,180.0,100.0,28.0,732.0,,14.0
2023-12-10,676.0,4721.0,4081.0,680,3966,51.816,32.057,42.0,149.0,45.0,19,87.0,7080.0,92.0,22.0,629.0,775.0,14.0
2023-12-11,858.0,9822.0,8379.0,1138,5872,70.104,109.698,42.0,154.0,46.0,31,99.0,12660.0,68.0,12.0,599.0,652.0,14.0
2023-12-12,723.0,7739.0,6671.0,911,4762,42.672,55.713,41.0,160.0,45.0,27,95.0,8580.0,76.0,14.0,686.0,620.0,14.0
2023-12-13,3.0,333.0,282.0,37,78,2.399,0.0,39.0,89.0,45.0,19,88.0,540.0,85.0,16.0,815.0,,14.0
2023-12-14,507.0,7767.0,6770.0,1573,3635,28.522,48.922,41.0,139.0,45.0,32,96.0,9600.0,89.0,21.0,645.0,504.0,14.0
2023-12-15,455.0,12280.0,10452.0,1395,5417,45.72,155.646,37.0,123.0,45.0,36,96.0,12120.0,78.0,20.0,545.0,,14.0
2023-12-16,1012.0,8390.0,8002.0,1907,4633,37.178,83.348,42.0,154.0,45.0,23,95.0,10080.0,85.0,20.0,429.0,787.0,14.0
2023-12-17,473.0,6684.0,6786.0,2194,760,98.471,81.899,41.0,187.0,45.0,35,93.0,6540.0,69.0,17.0,638.0,411.0,14.0
2023-12-18,231.0,8667.0,7335.0,1906,2327,56.457,156.811,38.0,105.0,45.0,27,95.0,7380.0,73.0,21.0,613.0,,13.0
2023-12-19,347.0,9945.0,8466.0,1731,3468,89.524,191.651,42.0,127.0,45.0,28,97.0,9900.0,95.0,23.0,618.0,,14.0
2023-12-20,1044.0,12235.0,11613.0,1804,6053,68.682,63.494,44.0,193.0,45.0,56,99.0,12720.0,87.0,6.0,499.0,,14.0
2023-12-21,264.0,8019.0,7137.0,1037,2948,52.103,53.821,42.0,139.0,47.0,34,96.0,9000.0,50.0,12.0,523.0,,14.0
2023-12-22,696.0,10242.0,8743.0,771,5889,73.449,57.181,43.0,149.0,47.0,26,97.0,13800.0,89.0,17.0,637.0,739.0,14.0
2023-12-23,576.0,7834.0,6646.0,1090,3709,73.152,101.334,42.0,148.0,47.0,31,91.0,11100.0,89.0,23.0,539.0,590.0,13.0
2023-12-24,481.0,6715.0,5743.0,1302,2791,43.013,49.369,40.0,141.0,47.0,30,96.0,13800.0,93.0,18.0,523.0,478.0,13.0
2023-12-25,120.0,7099.0,6019.0,535,2755,45.043,33.183,45.0,100.0,47.0,28,87.0,10380.0,69.0,16.0,678.0,,13.0
2023-12-26,58.0,3292.0,2786.0,447,1003,29.415,30.638,40.0,110.0,47.0,23,96.0,8340.0,96.0,30.0,591.0,,14.0
2023-12-27,628.0,3071.0,2599.0,259,3024,0.0,12.648,43.0,155.0,47.0,27,97.0,7140.0,88.0,16.0,460.0,670.0,15.0
2023-12-28,4.0,433.0,366.0,86,74,8.257,5.975,44.0,102.0,46.0,24,83.0,1320.0,79.0,18.0,452.0,,15.0
2023-12-29,734.0,3630.0,3072.0,167,3528,27.999,25.547,41.0,163.0,46.0,22,97.0,7680.0,91.0,17.0,453.0,672.0,15.0
2023-12-30,8.0,702.0,594.0,124,161,4.7170000000000005,3.428,41.0,95.0,46.0,16,90.0,1800.0,91.0,19.0,468.0,,15.0
2023-12-31,612.0,3154.0,2669.0,700,2044,26.283,19.633,40.0,145.0,45.0,11,98.0,4980.0,96.0,29.0,464.0,697.0,14.0
2024-01-01,222.0,5586.0,4641.0,35,3449,101.55,103.713,53.0,121.0,46.0,51,96.0,3900.0,47.0,20.0,446.0,430.0,14.0
2024-01-02,0.0,,,0,0,0.0,0.0,,,,-1,,,,,450.0,,
2024-01-03,851.0,2047.0,1737.0,108,2535,12.192,7.428,53.0,156.0,47.0,65,98.0,4980.0,30.0,18.0,440.0,830.0,14.0
2024-01-04,0.0,,,0,0,0.0,0.0,61.0,73.0,,-1,,,76.0,54.0,439.0,,15.0
2024-01-05,0.0,0.0,0.0,0,0,0.0,0.0,51.0,75.0,,23,27.0,,21.0,21.0,687.0,,7.0
2024-01-06,620.0,7013.0,8058.0,2377,953,109.728,101.425,64.0,181.0,67.0,-1,,3420.0,64.0,20.0,659.0,586.0,15.0
2024-01-07,0.0,45.0,38.0,9,4,0.0,0.0,50.0,84.0,71.0,40,82.0,180.0,49.0,25.0,680.0,,13.0
2024-01-08,334.0,3351.0,3531.0,1133,970,12.196,20.005,59.0,151.0,79.0,86,98.0,2580.0,24.0,18.0,680.0,,13.0
2024-01-09,0.0,,,0,0,0.0,0.0,,,,-1,,,,,682.0,,
2024-01-10,0.0,,,0,0,0.0,0.0,73.0,73.0,,-1,,,20.0,20.0,683.0,,13.0
2024-01-11,0.0,,,0,0,0.0,0.0,72.0,72.0,,-1,,,62.0,62.0,683.0,,18.0
2024-01-12,0.0,,,0,0,0.0,0.0,71.0,71.0,,-1,,,61.0,61.0,683.0,,15.0
2024-01-13,0.0,,,0,0,0.0,0.0,,,,-1,,,,,683.0,,
2024-01-14,0.0,,,0,0,0.0,0.0,,,,-1,,,,,683.0,,
2024-01-15,1078.0,11936.0,10101.0,1057,7983,82.412,82.35,44.0,159.0,47.0,37,96.0,11040.0,80.0,8.0,601.0,843.0,15.0
2024-01-16,0.0,,,0,0,0.0,0.0,45.0,76.0,49.0,36,72.0,,60.0,11.0,701.0,,15.0
2024-01-17,0.0,,,0,0,0.0,0.0,,,,-1,,,,,801.0,,
2024-01-18,0.0,,,0,0,0.0,0.0,,,,-1,,,,,736.0,,
2024-01-19,0.0,,,0,0,0.0,0.0,,,,-1,,,,,580.0,,
2024-01-20,0.0,,,0,0,0.0,0.0,,,,-1,,,,,510.0,,
