Date,active_kcal,total_steps,total_distance,highly_active_seconds,active_seconds,floorAscended,floorDescended,min_heart_rate,max_heart_rate,resting_heart_rate,AverageStressLevel_TOTAL,MaxStressLevel_TOTAL,activityDuration,bodybattery_highest,bodybattery_lowest,averageMonitoringEnvironmentAltitude,sweat_loss,respiration_value
2023-10-16,970.0,12675.0,10648.0,1125,7519,45.72,47.447,50.0,150.0,56.0,28,96.0,15600.0,93.0,15.0,559.0,775.0,13.0
2023-10-17,443.0,9795.0,8022.0,1359,6228,65.233,53.982,50.0,127.0,56.0,33,90.0,14460.0,52.0,6.0,477.0,,13.0
2023-10-18,1037.0,12268.0,10373.0,2304,8146,77.209,89.621,53.0,153.0,57.0,32,98.0,17880.0,62.0,5.0,483.0,1063.0,13.0
2023-10-19,485.0,10417.0,8583.0,1685,4818,91.769,78.703,53.0,140.0,57.0,37,98.0,14880.0,46.0,5.0,524.0,,13.0
2023-10-20,998.0,13964.0,11543.0,1340,9668,67.538,106.835,68.0,140.0,60.0,54,100.0,19920.0,12.0,5.0,618.0,,13.0
2023-10-21,645.0,8565.0,7310.0,904,4485,20.407,49.455,51.0,149.0,59.0,36,99.0,17460.0,82.0,5.0,510.0,,13.0
2023-10-22,2101.0,10059.0,48347.0,894,10373,74.269,81.289,51.0,177.0,59.0,28,96.0,13920.0,87.0,8.0,449.0,2228.0,12.0
2023-10-23,836.0,9332.0,7702.0,1209,7459,95.645,60.547,49.0,167.0,59.0,35,97.0,12300.0,70.0,10.0,427.0,1176.0,13.0
2023-10-24,964.0,11410.0,9349.0,2109,5933,71.121,71.239,52.0,161.0,59.0,36,90.0,11460.0,55.0,6.0,415.0,972.0,13.0
2023-10-25,985.0,9009.0,7424.0,1047,7088,67.056,48.54,52.0,160.0,59.0,39,99.0,12120.0,63.0,6.0,444.0,914.0,13.0
2023-10-26,429.0,7465.0,6114.0,1302,3714,39.624,38.655,48.0,153.0,58.0,49,95.0,10500.0,78.0,17.0,434.0,,13.0
2023-10-27,750.0,12028.0,10082.0,1000,9287,58.354,84.171,57.0,150.0,56.0,43,98.0,16980.0,29.0,5.0,381.0,,13.0
2023-10-28,1104.0,13888.0,11691.0,1448,9456,40.3,52.145,52.0,173.0,56.0,32,99.0,14820.0,80.0,5.0,328.0,1110.0,13.0
2023-10-29,1769.0,17046.0,22761.0,3392,10253,178.649,157.183,52.0,183.0,56.0,40,97.0,19560.0,78.0,6.0,466.0,1801.0,14.0
2023-10-30,925.0,9662.0,7957.0,829,7599,29.512,41.931,52.0,181.0,57.0,34,96.0,13440.0,38.0,5.0,438.0,1304.0,14.0
2023-10-31,862.0,11552.0,9965.0,2353,5628,74.076,72.213,53.0,174.0,57.0,30,94.0,14160.0,60.0,5.0,393.0,1105.0,14.0
2023-11-01,923.0,11652.0,9650.0,1465,7620,82.73,77.866,52.0,159.0,58.0,44,97.0,12660.0,78.0,13.0,446.0,978.0,14.0
2023-11-02,26.0,784.0,692.0,370,0,14.586,17.561,63.0,102.0,,-1,,420.0,13.0,13.0,593.0,,18.0
2023-11-03,815.0,5078.0,4211.0,828,4410,9.144,13.688,65.0,182.0,58.0,69,92.0,5460.0,85.0,21.0,538.0,1248.0,15.0
2023-11-04,0.0,,,0,0,0.0,0.0,,,,-1,,,,,597.0,,
2023-11-05,796.0,7181.0,6076.0,693,6898,11.138,15.138,57.0,161.0,61.0,51,93.0,15720.0,67.0,13.0,570.0,1435.0,13.0
