sleepStartTimestampGMT,sleepEndTimestampGMT,Date,deep_sleep,light_sleep,rem_sleep,awake_sleep,sleepScore
2023-07-08T21:00:00.0,2023-07-09T04:45:00.0,2023-07-09,,,,,
2023-07-09T20:27:00.0,2023-07-10T08:21:00.0,2023-07-10,0.0,0.0,,0.0,
2023-07-10T21:00:00.0,2023-07-11T04:45:00.0,2023-07-11,,,,,
2023-07-11T21:00:00.0,2023-07-12T04:45:00.0,2023-07-12,,,,,
2023-07-12T21:00:00.0,2023-07-13T04:45:00.0,2023-07-13,,,,,
2023-07-13T21:00:00.0,2023-07-14T04:45:00.0,2023-07-14,,,,,
2023-07-14T21:32:00.0,2023-07-15T08:11:00.0,2023-07-15,0.0,0.0,,0.0,
2023-07-15T21:00:00.0,2023-07-16T04:45:00.0,2023-07-16,,,,,
2023-07-16T21:00:00.0,2023-07-17T04:45:00.0,2023-07-17,,,,,
2023-07-17T20:47:00.0,2023-07-18T07:54:00.0,2023-07-18,0.0,0.0,,0.0,
2023-07-18T21:00:00.0,2023-07-19T04:45:00.0,2023-07-19,,,,,
2023-07-19T21:00:00.0,2023-07-20T04:45:00.0,2023-07-20,,,,,
2023-07-20T21:00:00.0,2023-07-21T04:45:00.0,2023-07-21,,,,,
2023-07-21T21:00:00.0,2023-07-22T04:45:00.0,2023-07-22,,,,,
2023-07-22T19:57:00.0,2023-07-23T06:47:00.0,2023-07-23,0.0,0.0,,0.0,
2023-07-23T21:00:00.0,2023-07-24T04:45:00.0,2023-07-24,,,,,
2023-07-24T20:22:00.0,2023-07-25T08:16:00.0,2023-07-25,0.0,0.0,,0.0,
2023-07-25T21:00:00.0,2023-07-26T04:45:00.0,2023-07-26,,,,,
2023-07-26T21:00:00.0,2023-07-27T04:45:00.0,2023-07-27,,,,,
2023-07-27T21:00:00.0,2023-07-28T04:45:00.0,2023-07-28,,,,,
2023-07-28T21:00:00.0,2023-07-29T04:45:00.0,2023-07-29,,,,,
2023-07-29T21:00:00.0,2023-07-30T04:45:00.0,2023-07-30,,,,,
2023-07-30T21:00:00.0,2023-07-31T04:45:00.0,2023-07-31,,,,,
2023-07-31T21:00:00.0,2023-08-01T04:45:00.0,2023-08-01,,,,,
2023-08-01T21:00:00.0,2023-08-02T04:45:00.0,2023-08-02,,,,,
2023-08-02T21:00:00.0,2023-08-03T04:45:00.0,2023-08-03,,,,,
2023-08-03T21:00:00.0,2023-08-04T04:45:00.0,2023-08-04,,,,,
2023-08-04T21:00:00.0,2023-08-05T04:45:00.0,2023-08-05,,,,,
2023-08-05T21:00:00.0,2023-08-06T04:45:00.0,2023-08-06,,,,,
2023-08-06T21:00:00.0,2023-08-07T04:45:00.0,2023-08-07,,,,,
2023-08-07T19:52:00.0,2023-08-08T03:51:00.0,2023-08-08,0.0,0.0,,0.0,
2023-08-08T21:00:00.0,2023-08-09T04:45:00.0,2023-08-09,,,,,
2023-08-22T21:00:00.0,2023-08-23T04:45:00.0,2023-08-23,,,,,
2023-09-03T21:00:00.0,2023-09-04T04:45:00.0,2023-09-04,,,,,
2023-09-04T21:00:00.0,2023-09-05T04:45:00.0,2023-09-05,,,,,
2023-09-05T19:52:00.0,2023-09-06T07:26:00.0,2023-09-06,0.0,0.0,,0.0,
2023-09-06T21:22:00.0,2023-09-07T06:29:00.0,2023-09-07,9300.0,23460.0,,60.0,
2023-09-07T21:00:00.0,2023-09-08T04:45:00.0,2023-09-08,,,,,
2023-09-16T21:00:00.0,2023-09-17T04:45:00.0,2023-09-17,,,,,
2023-09-17T19:57:00.0,2023-09-18T06:31:00.0,2023-09-18,0.0,0.0,,0.0,
2023-09-18T19:52:00.0,2023-09-19T05:26:00.0,2023-09-19,0.0,0.0,,0.0,
2023-09-19T21:00:00.0,2023-09-20T04:45:00.0,2023-09-20,,,,,
2023-09-20T21:00:00.0,2023-09-21T04:45:00.0,2023-09-21,,,,,
2023-09-21T21:00:00.0,2023-09-22T04:45:00.0,2023-09-22,,,,,
2023-09-22T21:00:00.0,2023-09-23T04:45:00.0,2023-09-23,,,,,
2023-09-23T21:00:00.0,2023-09-24T04:45:00.0,2023-09-24,,,,,
2023-09-24T21:00:00.0,2023-09-25T04:45:00.0,2023-09-25,,,,,
