sleepStartTimestampGMT,sleepEndTimestampGMT,Date,deep_sleep,light_sleep,rem_sleep,awake_sleep,sleepScore
2023-07-11T20:27:00.0,2023-07-12T04:40:00.0,2023-07-12,3960,18660,6600.0,360,91.0
2023-07-16T21:13:00.0,2023-07-17T04:40:00.0,2023-07-17,3480,16620,5100.0,1620,79.0
2023-07-17T21:17:00.0,2023-07-18T04:40:51.0,2023-07-18,3600,18180,3900.0,900,80.0
2023-07-18T21:02:00.0,2023-07-19T04:40:25.0,2023-07-19,6000,17040,3960.0,480,84.0
2023-07-19T22:30:00.0,2023-07-20T06:41:00.0,2023-07-20,4320,17640,5880.0,1620,84.0
2023-07-20T20:44:00.0,2023-07-21T04:18:00.0,2023-07-21,5220,15660,2400.0,3960,67.0
2023-07-23T21:37:00.0,2023-07-24T07:42:00.0,2023-07-24,2520,22020,6300.0,5460,38.0
2023-07-24T22:07:00.0,2023-07-25T07:30:00.0,2023-07-25,5520,21720,5520.0,1020,89.0
2023-07-25T22:30:00.0,2023-07-26T08:01:57.0,2023-07-26,7740,22980,1860.0,1680,70.0
2023-07-27T22:31:00.0,2023-07-28T08:19:00.0,2023-07-28,3780,23100,5460.0,2940,76.0
2023-07-28T22:11:00.0,2023-07-29T03:18:00.0,2023-07-29,2520,13920,,1980,45.0
2023-07-30T01:16:00.0,2023-07-30T06:20:00.0,2023-07-30,5160,10860,2100.0,120,65.0
2023-07-30T19:33:00.0,2023-07-31T07:17:00.0,2023-07-31,4620,26040,11040.0,540,92.0
2023-07-31T21:05:00.0,2023-08-01T05:00:37.0,2023-08-01,4380,19680,3660.0,780,80.0
2023-08-01T21:09:00.0,2023-08-02T07:18:00.0,2023-08-02,5340,25680,4500.0,1020,63.0
2023-08-02T21:28:00.0,2023-08-03T07:08:24.0,2023-08-03,4140,23220,6720.0,720,88.0
2023-08-03T21:16:00.0,2023-08-04T06:24:00.0,2023-08-04,3420,24660,3120.0,1680,69.0
2023-08-04T22:32:00.0,2023-08-05T07:01:00.0,2023-08-05,4020,20700,3240.0,2580,74.0
